"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
42007,40.68414,-80.350721,Pennsylvania,Beaver County,18694,"2.43 (2.27, 2.98)","63.8% (59.9%, 71.7%)"," 11,924 (11,206, 13,405)","41.2% (37.8%, 50.1%)","  7,694 (7,070, 9,360)","10.4% (9.1%, 15.3%)","  1,951 (1,709, 2,853)","2.1% (1.7%, 3.6%)","    388 (326, 680)","89.2% (87.6%, 92.9%)","74.6% (72.1%, 81.4%)","35.6% (32.9%, 45.1%)","12.5% (11.1%, 18.5%)"
42009,39.997115,-78.48998,Pennsylvania,Bedford County,5751,"2.48 (2.31, 3.05)","65.1% (61.5%, 73.1%)","  3,746 (3,540, 4,201)","42.3% (39.0%, 51.4%)","  2,434 (2,244, 2,956)","10.8% (9.4%, 15.8%)","    620 (541, 911)","2.1% (1.8%, 3.7%)","    122 (100, 215)","89.7% (88.2%, 93.3%)","75.3% (72.8%, 82.1%)","35.9% (32.9%, 45.5%)","12.5% (10.8%, 18.5%)"
42011,40.413957,-75.92686,Pennsylvania,Berks County,36426,"3.45 (3.23, 4.16)","75.8% (73.2%, 81.7%)"," 27,602 (26,661, 29,761)","55.6% (52.6%, 63.5%)"," 20,236 (19,150, 23,127)","19.4% (17.5%, 25.5%)","  7,061 (6,381, 9,294)","5.2% (4.6%, 7.9%)","  1,905 (1,669, 2,880)","94.7% (93.8%, 96.5%)","85.4% (83.7%, 89.6%)","52.0% (49.4%, 60.4%)","23.9% (21.8%, 31.2%)"
42013,40.497926,-78.31064,Pennsylvania,Blair County,13459,"2.44 (2.28, 3)","64.3% (60.8%, 72.3%)","  8,659 (8,178, 9,730)","41.5% (38.2%, 50.6%)","  5,589 (5,147, 6,809)","10.4% (9.1%, 15.4%)","  1,405 (1,231, 2,070)","2.0% (1.7%, 3.6%)","    274 (227, 486)","89.4% (87.8%, 93.0%)","74.7% (72.2%, 81.6%)","35.3% (32.5%, 44.9%)","12.2% (10.6%, 18.1%)"
42015,41.791495,-76.502124,Pennsylvania,Bradford County,6815,"2.24 (2.09, 2.75)","62.2% (58.3%, 70.6%)","  4,239 (3,973, 4,812)","38.6% (35.2%, 47.8%)","  2,628 (2,401, 3,256)","8.5% (7.4%, 13.1%)","    581 (504, 890)","1.4% (1.2%, 2.7%)","     98 (81, 183)","87.7% (85.9%, 91.9%)","71.2% (68.4%, 78.8%)","30.1% (27.5%, 39.6%)","9.0% (7.9%, 14.2%)"
42017,40.336887,-75.10706,Pennsylvania,Bucks County,60232,"2.06 (1.93, 2.5)","56.6% (53.2%, 64.8%)"," 34,115 (32,038, 39,056)","34.1% (31.2%, 42.3%)"," 20,567 (18,800, 25,490)","7.5% (6.5%, 11.1%)","  4,504 (3,909, 6,711)","1.3% (1.1%, 2.3%)","    791 (647, 1,400)","85.4% (83.6%, 89.8%)","68.4% (65.8%, 75.8%)","29.0% (26.4%, 37.4%)","9.1% (7.8%, 13.8%)"
42019,40.913834,-79.91896,Pennsylvania,Butler County,18024,"1.96 (1.83, 2.38)","55.3% (51.8%, 63.7%)","  9,964 (9,332, 11,483)","32.4% (29.5%, 40.6%)","  5,837 (5,315, 7,323)","6.5% (5.6%, 10.0%)","  1,169 (1,016, 1,796)","1.0% (0.8%, 1.9%)","    186 (152, 343)","84.1% (82.2%, 88.9%)","65.9% (63.1%, 73.8%)","25.8% (23.5%, 34.2%)","7.4% (6.3%, 11.6%)"
42021,40.494127,-78.715284,Pennsylvania,Cambria County,16188,"2.63 (2.46, 3.22)","67.5% (64.5%, 74.8%)"," 10,924 (10,442, 12,111)","44.9% (41.8%, 53.7%)","  7,271 (6,769, 8,695)","12.1% (10.7%, 17.4%)","  1,959 (1,733, 2,816)","2.5% (2.1%, 4.3%)","    406 (347, 697)","90.9% (89.5%, 94.0%)","77.4% (75.1%, 83.7%)","38.6% (36.1%, 48.1%)","14.0% (12.5%, 20.6%)"
42023,41.438289,-78.198314,Pennsylvania,Cameron County,683,"2.8 (2.63, 3.44)","69.3% (66.5%, 76.3%)","    473 (454, 521)","47.3% (44.3%, 55.9%)","    323 (303, 382)","13.7% (12.3%, 19.3%)","     93 (84, 132)","3.1% (2.6%, 5.1%)","     21 (18, 35)","91.9% (90.7%, 94.7%)","79.5% (77.6%, 85.4%)","42.0% (39.5%, 51.6%)","16.4% (14.8%, 23.5%)"
42025,40.917832,-75.709428,Pennsylvania,Carbon County,7021,"2.33 (2.17, 2.86)","63.0% (59.2%, 71.2%)","  4,425 (4,155, 4,998)","39.8% (36.5%, 48.9%)","  2,796 (2,564, 3,435)","9.4% (8.2%, 14.1%)","    660 (576, 993)","1.7% (1.4%, 3.1%)","    120 (100, 221)","88.4% (86.8%, 92.4%)","72.8% (70.2%, 80.2%)","32.6% (30.0%, 42.4%)","10.5% (9.3%, 16.4%)"
42027,40.90916,-77.84783,Pennsylvania,Centre County,11728,"2.42 (2.26, 2.95)","65.1% (62.0%, 72.9%)","  7,637 (7,274, 8,551)","41.8% (38.7%, 50.7%)","  4,898 (4,544, 5,945)","10.1% (8.9%, 14.9%)","  1,180 (1,046, 1,744)","1.8% (1.6%, 3.3%)","    216 (184, 387)","89.3% (87.9%, 92.9%)","74.2% (71.9%, 81.1%)","33.7% (31.3%, 43.2%)","10.9% (9.7%, 16.7%)"
42029,39.973965,-75.749732,Pennsylvania,Chester County,42897,"2 (1.87, 2.42)","55.6% (52.1%, 63.8%)"," 23,853 (22,335, 27,382)","33.0% (30.0%, 41.1%)"," 14,139 (12,880, 17,621)","6.9% (6.0%, 10.4%)","  2,950 (2,572, 4,462)","1.1% (0.9%, 2.1%)","    492 (404, 891)","84.6% (82.7%, 89.2%)","66.9% (64.2%, 74.5%)","27.2% (24.8%, 35.5%)","8.1% (7.0%, 12.6%)"
42031,41.198238,-79.420404,Pennsylvania,Clarion County,4001,"2.5 (2.35, 3.06)","66.5% (63.5%, 74.0%)","  2,661 (2,540, 2,961)","43.3% (40.2%, 52.2%)","  1,731 (1,608, 2,090)","10.8% (9.6%, 15.8%)","    432 (383, 633)","2.0% (1.7%, 3.6%)","     82 (70, 146)","90.0% (88.6%, 93.5%)","75.4% (73.2%, 82.2%)","35.2% (32.9%, 45.0%)","11.7% (10.5%, 17.9%)"
42033,41.000249,-78.473749,Pennsylvania,Clearfield County,8526,"2.46 (2.3, 3.02)","64.6% (60.9%, 72.6%)","  5,507 (5,194, 6,190)","41.8% (38.5%, 50.9%)","  3,567 (3,282, 4,338)","10.6% (9.3%, 15.6%)","    905 (794, 1,331)","2.1% (1.7%, 3.7%)","    179 (149, 317)","89.5% (88.0%, 93.1%)","75.0% (72.6%, 81.8%)","35.7% (32.9%, 45.4%)","12.4% (10.9%, 18.6%)"
42035,41.245301,-77.649141,Pennsylvania,Clinton County,3795,"2.52 (2.36, 3.08)","66.8% (63.7%, 74.3%)","  2,534 (2,419, 2,821)","43.6% (40.5%, 52.7%)","  1,654 (1,537, 1,999)","11.0% (9.7%, 16.1%)","    416 (369, 611)","2.1% (1.8%, 3.7%)","     79 (67, 141)","90.2% (88.8%, 93.6%)","75.7% (73.4%, 82.4%)","35.6% (33.1%, 45.3%)","12.0% (10.7%, 18.1%)"
42037,41.045517,-76.40426,Pennsylvania,Columbia County,6711,"2.3 (2.15, 2.82)","62.6% (58.7%, 70.9%)","  4,201 (3,940, 4,759)","39.4% (36.0%, 48.5%)","  2,641 (2,416, 3,257)","9.2% (8.0%, 13.8%)","    614 (537, 927)","1.6% (1.4%, 3.0%)","    110 (91, 203)","88.2% (86.5%, 92.2%)","72.4% (69.8%, 79.7%)","32.0% (29.4%, 41.7%)","10.2% (8.9%, 15.8%)"
42039,41.68684,-80.107811,Pennsylvania,Crawford County,9270,"2.3 (2.16, 2.81)","64.3% (61.1%, 72.3%)","  5,963 (5,662, 6,704)","40.2% (37.1%, 49.5%)","  3,726 (3,442, 4,591)","8.8% (7.8%, 13.5%)","    817 (720, 1,247)","1.4% (1.2%, 2.7%)","    133 (114, 253)","88.4% (86.8%, 92.4%)","72.0% (69.5%, 79.6%)","30.1% (28.0%, 39.9%)","8.7% (7.9%, 14.2%)"
42041,40.164782,-77.26344,Pennsylvania,Cumberland County,22750,"1.97 (1.84, 2.4)","55.4% (51.9%, 63.8%)"," 12,610 (11,805, 14,519)","32.6% (29.7%, 40.9%)","  7,416 (6,751, 9,295)","6.6% (5.8%, 10.1%)","  1,505 (1,309, 2,308)","1.1% (0.9%, 2.0%)","    243 (198, 445)","84.3% (82.3%, 89.0%)","66.2% (63.5%, 74.1%)","26.3% (23.8%, 34.6%)","7.6% (6.6%, 11.9%)"
42043,40.412565,-76.792634,Pennsylvania,Dauphin County,23583,"3.55 (3.36, 4.32)","76.6% (73.9%, 82.2%)"," 18,073 (17,436, 19,380)","56.7% (53.6%, 64.4%)"," 13,376 (12,649, 15,178)","20.3% (18.6%, 26.7%)","  4,786 (4,382, 6,286)","5.6% (5.0%, 8.6%)","  1,324 (1,188, 2,033)","95.0% (94.2%, 96.8%)","86.1% (84.6%, 90.2%)","53.4% (51.3%, 62.2%)","25.1% (23.6%, 33.3%)"
42045,39.91667,-75.398786,Pennsylvania,Delaware County,47073,"2.77 (2.59, 3.4)","66.6% (63.0%, 73.7%)"," 31,345 (29,642, 34,716)","45.3% (42.0%, 53.8%)"," 21,327 (19,793, 25,309)","13.6% (12.1%, 18.9%)","  6,405 (5,692, 8,911)","3.3% (2.8%, 5.3%)","  1,549 (1,321, 2,512)","91.4% (90.1%, 94.3%)","79.3% (77.2%, 84.9%)","43.5% (40.7%, 52.6%)","18.3% (16.4%, 25.3%)"
42047,41.427334,-78.653938,Pennsylvania,Elk County,3533,"2.13 (1.99, 2.59)","58.6% (55.2%, 66.8%)","  2,071 (1,950, 2,359)","35.7% (32.8%, 44.2%)","  1,262 (1,158, 1,561)","7.9% (6.9%, 11.9%)","    278 (243, 420)","1.4% (1.1%, 2.5%)","     48 (40, 88)","86.3% (84.5%, 90.6%)","69.4% (66.9%, 76.9%)","29.5% (27.0%, 38.5%)","9.2% (7.9%, 14.2%)"
42049,42.117952,-80.096386,Pennsylvania,Erie County,26069,"2.6 (2.44, 3.18)","67.0% (64.0%, 74.3%)"," 17,467 (16,690, 19,369)","44.4% (41.4%, 53.2%)"," 11,575 (10,793, 13,869)","11.8% (10.6%, 17.0%)","  3,088 (2,756, 4,439)","2.4% (2.1%, 4.2%)","    635 (546, 1,094)","90.6% (89.3%, 93.9%)","77.0% (74.8%, 83.3%)","38.1% (35.8%, 47.7%)","13.8% (12.4%, 20.2%)"
42051,39.914115,-79.644586,Pennsylvania,Fayette County,14634,"3.23 (3.05, 3.93)","75.2% (72.4%, 81.2%)"," 11,009 (10,591, 11,890)","54.1% (50.9%, 62.3%)","  7,917 (7,451, 9,116)","17.5% (15.8%, 23.7%)","  2,558 (2,316, 3,463)","4.3% (3.8%, 6.9%)","    624 (552, 1,008)","94.1% (93.2%, 96.2%)","83.8% (82.1%, 88.5%)","47.9% (45.6%, 57.4%)","20.1% (18.6%, 27.7%)"
42053,41.513304,-79.249705,Pennsylvania,Forest County,864,"2.29 (2.14, 2.82)","64.4% (60.4%, 72.7%)","    556 (522, 628)","40.1% (36.6%, 49.7%)","    347 (317, 429)","8.7% (7.6%, 13.5%)","     75 (65, 117)","1.4% (1.2%, 2.7%)","     12 (10, 24)","88.4% (86.6%, 92.5%)","71.7% (69.1%, 79.7%)","29.6% (27.3%, 39.9%)","8.5% (7.5%, 14.1%)"
42055,39.926686,-77.724485,Pennsylvania,Franklin County,15309,"2.46 (2.3, 3.02)","64.6% (60.8%, 72.6%)","  9,889 (9,308, 11,113)","41.9% (38.5%, 50.9%)","  6,414 (5,892, 7,797)","10.7% (9.4%, 15.7%)","  1,637 (1,439, 2,398)","2.1% (1.8%, 3.8%)","    325 (272, 577)","89.6% (88.0%, 93.1%)","75.1% (72.7%, 81.8%)","35.9% (33.3%, 45.7%)","12.6% (11.1%, 18.9%)"
42057,39.91075,-78.122617,Pennsylvania,Fulton County,1617,"2.19 (2.05, 2.7)","62.7% (58.6%, 71.2%)","  1,014 (948, 1,151)","38.2% (34.8%, 47.8%)","    618 (563, 773)","7.8% (6.8%, 12.4%)","    126 (110, 200)","1.2% (1.0%, 2.4%)","     19 (16, 38)","87.4% (85.5%, 91.8%)","69.9% (67.1%, 78.1%)","27.5% (25.3%, 37.6%)","7.5% (6.6%, 12.7%)"
42059,39.848983,-80.225694,Pennsylvania,Greene County,3672,"2.21 (2.07, 2.71)","61.4% (57.5%, 69.8%)","  2,254 (2,111, 2,562)","37.8% (34.5%, 47.0%)","  1,389 (1,269, 1,726)","8.3% (7.2%, 12.8%)","    306 (266, 469)","1.4% (1.2%, 2.7%)","     52 (43, 98)","87.3% (85.6%, 91.6%)","70.7% (68.0%, 78.4%)","29.8% (27.4%, 39.5%)","9.0% (7.9%, 14.3%)"
42061,40.422321,-77.968584,Pennsylvania,Huntingdon County,4901,"2.3 (2.15, 2.83)","63.4% (59.5%, 71.6%)","  3,106 (2,915, 3,510)","39.7% (36.4%, 49.1%)","  1,947 (1,784, 2,406)","9.0% (7.9%, 13.8%)","    441 (385, 674)","1.6% (1.3%, 2.9%)","     76 (63, 143)","88.3% (86.6%, 92.3%)","72.2% (69.6%, 79.8%)","31.1% (28.6%, 41.0%)","9.5% (8.4%, 15.1%)"
42063,40.651432,-79.087545,Pennsylvania,Indiana County,8793,"2.46 (2.31, 3.01)","65.9% (62.8%, 73.5%)","  5,794 (5,523, 6,466)","42.6% (39.5%, 51.7%)","  3,747 (3,475, 4,545)","10.5% (9.2%, 15.4%)","    921 (813, 1,356)","1.9% (1.7%, 3.5%)","    172 (145, 306)","89.7% (88.3%, 93.3%)","74.9% (72.5%, 81.8%)","34.5% (32.1%, 44.1%)","11.4% (10.2%, 17.4%)"
42065,41.130287,-78.999044,Pennsylvania,Jefferson County,4815,"2.42 (2.26, 2.97)","64.1% (60.3%, 72.2%)","  3,088 (2,906, 3,477)","41.3% (37.8%, 50.3%)","  1,987 (1,822, 2,424)","10.3% (9.0%, 15.1%)","    495 (432, 729)","2.0% (1.7%, 3.5%)","     96 (80, 171)","89.2% (87.6%, 92.9%)","74.4% (71.9%, 81.3%)","34.9% (32.1%, 44.5%)","11.9% (10.4%, 18.0%)"
42067,40.530673,-77.400438,Pennsylvania,Juniata County,2563,"2.51 (2.35, 3.1)","65.5% (61.8%, 73.4%)","  1,679 (1,584, 1,881)","42.8% (39.4%, 51.9%)","  1,097 (1,011, 1,329)","11.1% (9.7%, 16.3%)","    284 (249, 417)","2.2% (1.8%, 3.9%)","     57 (48, 101)","90.0% (88.5%, 93.4%)","75.8% (73.4%, 82.5%)","36.6% (33.9%, 46.6%)","12.9% (11.4%, 19.4%)"
42069,41.44025,-75.609587,Pennsylvania,Lackawanna County,21696,"2.66 (2.48, 3.24)","67.2% (64.2%, 74.4%)"," 14,570 (13,928, 16,152)","44.9% (41.9%, 53.6%)","  9,747 (9,099, 11,637)","12.4% (11.0%, 17.6%)","  2,700 (2,390, 3,820)","2.7% (2.3%, 4.5%)","    583 (491, 971)","90.9% (89.6%, 94.0%)","77.8% (75.5%, 83.8%)","39.8% (37.0%, 48.9%)","15.0% (13.4%, 21.5%)"
42071,40.041992,-76.250198,Pennsylvania,Lancaster County,48764,"2.69 (2.52, 3.28)","67.5% (64.7%, 74.8%)"," 32,919 (31,558, 36,465)","45.4% (42.4%, 54.0%)"," 22,127 (20,684, 26,313)","12.7% (11.3%, 17.9%)","  6,211 (5,516, 8,723)","2.8% (2.3%, 4.6%)","  1,361 (1,143, 2,249)","91.1% (89.9%, 94.1%)","78.2% (76.0%, 84.1%)","40.4% (37.5%, 49.5%)","15.5% (13.7%, 21.8%)"
42073,40.992735,-80.334446,Pennsylvania,Lawrence County,10046,"2.79 (2.62, 3.42)","68.7% (65.9%, 75.7%)","  6,900 (6,618, 7,602)","46.8% (43.9%, 55.4%)","  4,701 (4,407, 5,566)","13.6% (12.2%, 19.1%)","  1,367 (1,227, 1,921)","3.1% (2.6%, 5.1%)","    310 (266, 516)","91.7% (90.5%, 94.6%)","79.4% (77.4%, 85.2%)","42.2% (39.6%, 51.7%)","16.7% (15.0%, 23.6%)"
42075,40.367344,-76.458009,Pennsylvania,Lebanon County,13489,"2.67 (2.5, 3.24)","67.4% (64.5%, 74.6%)","  9,086 (8,702, 10,068)","45.1% (42.1%, 53.7%)","  6,087 (5,674, 7,240)","12.5% (11.1%, 17.6%)","  1,689 (1,499, 2,375)","2.7% (2.3%, 4.5%)","    365 (307, 604)","91.0% (89.7%, 94.1%)","77.9% (75.7%, 83.9%)","39.9% (37.0%, 48.9%)","15.1% (13.4%, 21.4%)"
42077,40.614241,-75.590627,Pennsylvania,Lehigh County,30517,"3.53 (3.31, 4.26)","76.3% (73.8%, 82.1%)"," 23,282 (22,520, 25,058)","56.3% (53.3%, 64.2%)"," 17,192 (16,273, 19,580)","20.1% (18.2%, 26.3%)","  6,133 (5,540, 8,023)","5.6% (4.9%, 8.3%)","  1,696 (1,481, 2,540)","94.9% (94.1%, 96.7%)","85.9% (84.3%, 90.0%)","53.2% (50.5%, 61.4%)","25.0% (22.7%, 32.2%)"
42079,41.172787,-75.976035,Pennsylvania,Luzerne County,32258,"3.37 (3.17, 4.08)","75.7% (72.9%, 81.7%)"," 24,406 (23,530, 26,356)","55.1% (52.0%, 63.2%)"," 17,775 (16,768, 20,396)","18.7% (16.9%, 24.9%)","  6,033 (5,456, 8,028)","4.9% (4.2%, 7.5%)","  1,568 (1,366, 2,437)","94.5% (93.6%, 96.5%)","84.8% (83.2%, 89.2%)","50.5% (47.9%, 59.3%)","22.4% (20.5%, 29.9%)"
42081,41.343624,-77.055253,Pennsylvania,Lycoming County,11563,"2.58 (2.43, 3.16)","66.7% (63.7%, 74.1%)","  7,712 (7,370, 8,572)","44.1% (41.1%, 52.9%)","  5,097 (4,754, 6,117)","11.7% (10.4%, 16.9%)","  1,353 (1,204, 1,951)","2.4% (2.1%, 4.1%)","    277 (237, 478)","90.5% (89.2%, 93.7%)","76.8% (74.6%, 83.2%)","37.8% (35.3%, 47.4%)","13.6% (12.3%, 20.0%)"
42083,41.81459,-78.572463,Pennsylvania,McKean County,4300,"2.65 (2.48, 3.24)","67.8% (64.8%, 75.0%)","  2,914 (2,785, 3,226)","45.2% (42.2%, 54.0%)","  1,946 (1,815, 2,323)","12.3% (10.9%, 17.6%)","    529 (471, 757)","2.6% (2.2%, 4.4%)","    111 (93, 189)","91.0% (89.7%, 94.1%)","77.7% (75.5%, 83.9%)","39.0% (36.2%, 48.5%)","14.3% (12.8%, 20.9%)"
42085,41.300014,-80.252786,Pennsylvania,Mercer County,12817,"2.6 (2.42, 3.19)","65.7% (62.1%, 73.3%)","  8,417 (7,957, 9,398)","43.6% (40.3%, 52.4%)","  5,582 (5,159, 6,715)","12.0% (10.5%, 17.1%)","  1,532 (1,352, 2,196)","2.6% (2.2%, 4.4%)","    332 (278, 566)","90.4% (89.0%, 93.7%)","77.0% (74.8%, 83.3%)","39.2% (36.3%, 48.7%)","14.9% (13.1%, 21.4%)"
42087,40.61189,-77.620661,Pennsylvania,Mifflin County,5150,"2.74 (2.58, 3.36)","69.0% (66.2%, 76.2%)","  3,554 (3,409, 3,923)","46.7% (43.5%, 55.4%)","  2,403 (2,243, 2,853)","13.1% (11.7%, 18.6%)","    673 (603, 960)","2.8% (2.4%, 4.8%)","    145 (124, 247)","91.6% (90.4%, 94.5%)","78.7% (76.7%, 84.9%)","40.4% (37.8%, 50.2%)","15.2% (13.7%, 22.2%)"
42089,41.056233,-75.329037,Pennsylvania,Monroe County,14961,"2.57 (2.4, 3.16)","65.8% (62.0%, 73.4%)","  9,851 (9,274, 10,977)","43.5% (40.0%, 52.3%)","  6,501 (5,987, 7,825)","11.7% (10.3%, 16.9%)","  1,744 (1,547, 2,526)","2.4% (2.1%, 4.3%)","    365 (315, 638)","90.3% (88.9%, 93.6%)","76.6% (74.4%, 83.1%)","38.2% (35.9%, 48.0%)","14.0% (12.9%, 20.9%)"
42091,40.209999,-75.370201,Pennsylvania,Montgomery County,73857,"2.25 (2.1, 2.73)","58.8% (55.4%, 66.6%)"," 43,447 (40,926, 49,206)","37.0% (34.0%, 44.9%)"," 27,310 (25,075, 33,188)","9.2% (8.1%, 13.2%)","  6,789 (5,965, 9,746)","1.9% (1.5%, 3.1%)","  1,376 (1,137, 2,310)","87.3% (85.7%, 91.2%)","72.1% (69.7%, 78.7%)","34.1% (31.3%, 42.6%)","12.2% (10.6%, 17.7%)"
42093,41.029261,-76.665259,Pennsylvania,Montour County,1991,"2.66 (2.47, 3.26)","66.2% (62.6%, 73.8%)","  1,318 (1,246, 1,470)","44.3% (41.0%, 53.1%)","    882 (816, 1,056)","12.5% (11.0%, 17.7%)","    249 (218, 353)","2.8% (2.3%, 4.7%)","     56 (46, 93)","90.8% (89.4%, 93.9%)","77.8% (75.5%, 83.9%)","40.5% (37.4%, 49.8%)","15.9% (13.8%, 22.4%)"
42095,40.752791,-75.307447,Pennsylvania,Northampton County,29259,"2.62 (2.43, 3.2)","65.3% (61.7%, 72.9%)"," 19,094 (18,061, 21,342)","43.5% (40.0%, 52.1%)"," 12,713 (11,717, 15,254)","12.2% (10.7%, 17.2%)","  3,574 (3,116, 5,046)","2.7% (2.3%, 4.5%)","    802 (664, 1,327)","90.5% (89.0%, 93.7%)","77.4% (74.9%, 83.4%)","40.2% (37.2%, 49.3%)","15.8% (13.9%, 22.0%)"
42097,40.851524,-76.709877,Pennsylvania,Northumberland County,10248,"2.72 (2.55, 3.33)","68.3% (65.4%, 75.4%)","  6,995 (6,705, 7,732)","46.0% (42.9%, 54.8%)","  4,719 (4,402, 5,612)","12.9% (11.5%, 18.4%)","  1,326 (1,182, 1,883)","2.8% (2.4%, 4.8%)","    289 (245, 487)","91.4% (90.2%, 94.4%)","78.5% (76.4%, 84.6%)","40.5% (37.8%, 50.0%)","15.4% (13.9%, 22.2%)"
42099,40.39778,-77.266328,Pennsylvania,Perry County,4346,"1.81 (1.7, 2.21)","53.3% (49.7%, 62.1%)","  2,316 (2,161, 2,700)","29.7% (27.0%, 38.3%)","  1,291 (1,175, 1,663)","5.1% (4.4%, 8.3%)","    221 (193, 361)","0.7% (0.6%, 1.4%)","     29 (24, 60)","81.9% (79.8%, 87.5%)","61.7% (59.1%, 70.7%)","21.0% (19.2%, 29.5%)","5.0% (4.4%, 8.8%)"
42101,40.009376,-75.133346,Pennsylvania,Philadelphia County,108810,"6.32 (6.01, 7.67)","88.5% (86.8%, 91.6%)"," 96,281 (94,482, 99,617)","75.2% (72.8%, 80.5%)"," 81,792 (79,250, 87,614)","40.0% (37.6%, 47.2%)"," 43,559 (40,958, 51,354)","16.9% (15.6%, 22.2%)"," 18,398 (17,025, 24,140)","98.5% (98.3%, 99.1%)","95.2% (94.5%, 96.7%)","76.7% (75.2%, 82.3%)","51.0% (49.2%, 59.4%)"
42103,41.325949,-75.031514,Pennsylvania,Pike County,6652,"2.05 (1.92, 2.49)","57.5% (54.0%, 65.8%)","  3,826 (3,590, 4,376)","34.3% (31.4%, 42.8%)","  2,282 (2,089, 2,848)","7.1% (6.2%, 10.9%)","    472 (416, 724)","1.1% (1.0%, 2.1%)","     76 (64, 143)","85.3% (83.5%, 89.9%)","67.6% (65.1%, 75.5%)","27.2% (25.0%, 36.1%)","7.9% (7.1%, 12.6%)"
42105,41.748222,-77.894735,Pennsylvania,Potter County,2126,"2.22 (2.07, 2.73)","61.5% (57.6%, 69.9%)","  1,308 (1,224, 1,487)","38.1% (34.7%, 47.2%)","    809 (738, 1,003)","8.5% (7.3%, 12.8%)","    180 (155, 273)","1.5% (1.2%, 2.7%)","     31 (25, 56)","87.5% (85.7%, 91.7%)","70.9% (68.2%, 78.5%)","30.2% (27.5%, 39.4%)","9.2% (8.0%, 14.3%)"
42107,40.70369,-76.2178,Pennsylvania,Schuylkill County,15180,"2.64 (2.47, 3.23)","67.4% (64.4%, 74.7%)"," 10,228 (9,776, 11,339)","44.9% (41.9%, 53.7%)","  6,816 (6,353, 8,155)","12.2% (10.8%, 17.5%)","  1,850 (1,639, 2,651)","2.6% (2.2%, 4.4%)","    388 (329, 664)","90.9% (89.6%, 94.0%)","77.5% (75.2%, 83.7%)","38.9% (36.3%, 48.4%)","14.3% (12.8%, 20.9%)"
42109,40.755348,-77.072954,Pennsylvania,Snyder County,3910,"2.41 (2.26, 2.97)","64.2% (60.4%, 72.3%)","  2,512 (2,362, 2,828)","41.3% (37.9%, 50.4%)","  1,614 (1,481, 1,970)","10.2% (8.9%, 15.1%)","    399 (349, 591)","1.9% (1.6%, 3.5%)","     76 (64, 137)","89.2% (87.6%, 92.9%)","74.3% (71.8%, 81.3%)","34.5% (31.9%, 44.3%)","11.7% (10.2%, 17.7%)"
42111,39.981297,-79.028486,Pennsylvania,Somerset County,8802,"2.4 (2.24, 2.95)","63.9% (60.1%, 71.9%)","  5,620 (5,288, 6,333)","41.0% (37.5%, 50.0%)","  3,606 (3,305, 4,403)","10.1% (8.8%, 15.0%)","    891 (775, 1,318)","1.9% (1.6%, 3.5%)","    171 (141, 304)","89.1% (87.5%, 92.8%)","74.1% (71.6%, 81.1%)","34.5% (31.7%, 44.1%)","11.7% (10.2%, 17.6%)"
42113,41.43979,-76.511525,Pennsylvania,Sullivan County,926,"1.89 (1.77, 2.31)","54.8% (51.2%, 63.5%)","    508 (474, 588)","31.4% (28.5%, 39.8%)","    290 (264, 369)","5.8% (5.0%, 9.2%)","     54 (47, 85)","0.8% (0.7%, 1.6%)","      8 (6, 15)","83.2% (81.1%, 88.4%)","63.9% (61.3%, 72.4%)","23.2% (21.3%, 31.7%)","6.0% (5.3%, 10.0%)"
42115,41.819665,-75.800969,Pennsylvania,Susquehanna County,5145,"2.13 (1.99, 2.62)","60.9% (56.9%, 69.6%)","  3,135 (2,926, 3,578)","36.8% (33.4%, 46.1%)","  1,893 (1,720, 2,373)","7.5% (6.4%, 11.8%)","    385 (331, 606)","1.1% (0.9%, 2.2%)","     59 (49, 115)","86.6% (84.7%, 91.1%)","68.9% (66.0%, 77.1%)","27.1% (24.7%, 36.6%)","7.4% (6.5%, 12.3%)"
42117,41.766859,-77.257288,Pennsylvania,Tioga County,4768,"2.23 (2.08, 2.74)","62.5% (58.5%, 70.9%)","  2,978 (2,790, 3,380)","38.6% (35.2%, 47.9%)","  1,840 (1,680, 2,282)","8.4% (7.3%, 12.9%)","    399 (347, 616)","1.4% (1.1%, 2.6%)","     65 (54, 124)","87.7% (85.9%, 91.9%)","70.9% (68.3%, 78.7%)","29.5% (26.9%, 39.1%)","8.6% (7.5%, 13.8%)"
42119,40.962179,-77.055475,Pennsylvania,Union County,4174,"2.63 (2.45, 3.2)","67.3% (64.3%, 74.6%)","  2,807 (2,684, 3,114)","44.7% (41.7%, 53.5%)","  1,867 (1,742, 2,232)","12.1% (10.7%, 17.2%)","    504 (445, 716)","2.5% (2.1%, 4.2%)","    105 (88, 176)","90.8% (89.5%, 93.9%)","77.3% (75.0%, 83.4%)","38.6% (35.8%, 47.8%)","14.1% (12.5%, 20.3%)"
