"Supplementary Table 3. IER, proportion and size of the general adult population, and proportion of the deaths that are expected to exceed K-fold of US average risk within each of the 477 US cities",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
4659020,43.5388067537,-96.7313495858,SD,Sioux Falls,176898,"0.6 (0.55, 0.65)","10.5% (10.0%, 11.6%)","   18,547 (17,634, 20,567)","6.7% (6.4%, 7.4%)","   11,928 (11,300, 13,060)","2.5% (2.3%, 2.8%)","  4,516 (3,999, 5,032)","0.7% (0.6%, 0.8%)","  1,281 (983, 1,462)","71.7% (69.4%, 72.7%)","62.0% (59.4%, 62.8%)","39.8% (35.6%, 41.0%)","18.6% (14.6%, 19.5%)"
4714000,35.0662472165,-85.2466771892,TN,Chattanooga,179130,"1.38 (1.26, 1.47)","21.1% (20.5%, 22.8%)","   37,886 (36,714, 40,800)","14.5% (13.9%, 15.6%)","   25,986 (24,863, 28,006)","6.7% (6.2%, 7.2%)"," 11,965 (11,091, 12,829)","3.0% (2.6%, 3.3%)","  5,426 (4,723, 5,845)","87.5% (86.0%, 88.1%)","80.1% (77.9%, 80.7%)","62.3% (58.7%, 62.9%)","43.7% (38.7%, 44.6%)"
4715160,36.569683159,-87.3432371614,TN,Clarksville,153210,"0.59 (0.56, 0.64)","10.7% (10.2%, 11.7%)","   16,317 (15,688, 17,918)","6.6% (6.2%, 7.2%)","   10,095 (9,548, 11,038)","2.5% (2.3%, 2.7%)","  3,801 (3,470, 4,134)","0.9% (0.7%, 1.0%)","  1,368 (1,147, 1,501)","76.4% (74.2%, 77.1%)","65.8% (63.0%, 66.5%)","44.4% (40.7%, 45.2%)","25.8% (21.5%, 26.6%)"
4740000,35.9690594531,-83.9495877264,TN,Knoxville,187344,"0.7 (0.64, 0.74)","11.9% (11.2%, 12.8%)","   22,369 (20,963, 23,989)","7.9% (7.3%, 8.4%)","   14,773 (13,691, 15,753)","3.3% (2.9%, 3.5%)","  6,119 (5,405, 6,553)","1.2% (0.9%, 1.3%)","  2,180 (1,710, 2,363)","78.9% (76.4%, 79.4%)","70.0% (66.9%, 70.3%)","49.2% (44.4%, 49.9%)","28.2% (22.7%, 29.1%)"
4748000,35.1046295042,-89.978906085,TN,Memphis,652231,"1.68 (1.52, 1.73)","24.3% (23.7%, 25.9%)","  158,368 (154,883, 168,820)","16.8% (16.1%, 18.0%)","  109,828 (104,980, 117,349)","7.5% (6.9%, 7.9%)"," 48,855 (45,110, 51,576)","3.6% (3.2%, 3.8%)"," 23,786 (21,069, 24,744)","90.3% (88.9%, 90.4%)","83.4% (81.0%, 83.4%)","66.1% (61.9%, 65.4%)","50.1% (44.7%, 49.0%)"
4751560,35.850778195,-86.408628238,TN,Murfreesboro,136372,"0.41 (0.38, 0.45)","7.5% (7.0%, 8.4%)","   10,176 (9,474, 11,468)","4.4% (4.0%, 4.9%)","    5,941 (5,456, 6,630)","1.5% (1.3%, 1.6%)","  1,981 (1,715, 2,221)","0.4% (0.3%, 0.5%)","    590 (441, 671)","67.3% (64.4%, 68.6%)","55.7% (52.4%, 56.8%)","33.9% (29.7%, 34.9%)","16.8% (12.8%, 17.6%)"
4752006,36.1712229904,-86.7845944773,TN,Nashville,665967,"0.93 (0.88, 0.99)","16.1% (15.8%, 17.7%)","  107,353 (105,121, 117,687)","10.2% (9.9%, 11.3%)","   68,173 (65,667, 74,944)","4.1% (3.8%, 4.5%)"," 27,363 (25,598, 29,633)","1.7% (1.5%, 1.8%)"," 11,170 (9,757, 12,070)","81.9% (80.4%, 82.7%)","72.1% (69.9%, 72.8%)","51.7% (48.3%, 52.0%)","33.4% (29.0%, 33.8%)"
4801000,32.4546510898,-99.7383043723,TX,Abilene,123304,"0.9 (0.7, 1.25)","15.8% (14.0%, 19.0%)","   19,439 (17,222, 23,410)","10.6% (9.1%, 13.3%)","   13,092 (11,193, 16,420)","4.5% (3.2%, 6.2%)","  5,516 (3,893, 7,642)","1.6% (0.7%, 2.8%)","  2,011 (857, 3,432)","83.1% (76.3%, 88.3%)","74.3% (65.4%, 81.3%)","52.8% (38.2%, 63.4%)","30.7% (13.9%, 43.9%)"
4801924,33.1087043234,-96.6735373763,TX,Allen,100679,"0.31 (0.27, 0.43)","5.2% (4.4%, 7.8%)","    5,254 (4,432, 7,840)","2.8% (2.2%, 4.3%)","    2,844 (2,176, 4,305)","0.6% (0.2%, 1.2%)","    555 (177, 1,185)","0.1% (0.0%, 0.3%)","     67 (5, 271)","47.2% (39.0%, 58.3%)","35.4% (25.9%, 45.9%)","13.1% (4.2%, 23.9%)","2.8% (0.2%, 9.3%)"
4803000,35.2003835544,-101.828292514,TX,Amarillo,200558,"1.02 (0.84, 1.24)","17.9% (16.5%, 20.5%)","   35,868 (33,041, 41,043)","11.7% (10.3%, 13.7%)","   23,375 (20,692, 27,524)","4.9% (3.8%, 6.0%)","  9,759 (7,690, 11,993)","1.9% (1.0%, 2.6%)","  3,797 (2,080, 5,145)","82.8% (77.1%, 86.3%)","73.4% (65.7%, 78.0%)","52.7% (41.2%, 58.8%)","32.4% (18.1%, 39.7%)"
4804000,32.699836862,-97.125089612,TX,Arlington,396407,"0.78 (0.69, 0.9)","13.7% (13.1%, 15.9%)","   54,204 (51,981, 62,976)","8.2% (7.6%, 9.8%)","   32,654 (30,269, 38,716)","3.1% (2.7%, 3.7%)"," 12,406 (10,850, 14,812)","1.2% (0.9%, 1.6%)","  4,929 (3,523, 6,174)","77.2% (73.2%, 80.5%)","66.4% (60.7%, 70.2%)","46.2% (38.7%, 49.9%)","29.3% (20.1%, 33.2%)"
4805000,30.3068610342,-97.7554771245,TX,Austin,950714,"0.56 (0.53, 0.62)","10.0% (9.9%, 11.4%)","   94,918 (93,785, 108,036)","5.9% (5.8%, 6.7%)","   56,365 (54,840, 64,111)","2.2% (2.1%, 2.5%)"," 21,092 (19,495, 24,024)","0.8% (0.6%, 0.9%)","  7,216 (5,581, 8,585)","71.8% (69.3%, 74.1%)","60.7% (57.2%, 62.9%)","40.3% (35.3%, 42.3%)","22.3% (16.2%, 24.2%)"
4806128,29.7571153043,-94.9676276217,TX,Baytown,77862,"1.36 (1, 1.99)","20.9% (18.6%, 25.0%)","   16,240 (14,463, 19,484)","14.2% (11.9%, 18.2%)","   11,024 (9,254, 14,137)","6.4% (5.0%, 9.0%)","  5,017 (3,902, 7,030)","3.0% (1.7%, 4.7%)","  2,338 (1,293, 3,686)","87.5% (81.0%, 92.0%)","79.9% (70.5%, 86.6%)","62.3% (49.0%, 72.3%)","44.5% (25.5%, 57.3%)"
4807000,30.084416647,-94.1441072222,TX,Beaumont,119126,"1.45 (1.08, 2.01)","23.1% (21.4%, 26.6%)","   27,471 (25,505, 31,674)","15.7% (13.5%, 19.3%)","   18,687 (16,084, 23,004)","6.7% (5.1%, 9.2%)","  8,020 (6,126, 10,937)","3.0% (1.8%, 4.6%)","  3,632 (2,107, 5,432)","88.6% (82.9%, 92.3%)","80.7% (71.6%, 86.6%)","61.4% (47.8%, 70.9%)","43.7% (26.0%, 54.9%)"
4810912,30.6665687582,-96.3663819223,TX,Bryan,84029,"1.07 (0.82, 1.51)","16.6% (14.8%, 20.0%)","   13,975 (12,454, 16,818)","10.9% (9.1%, 14.0%)","    9,173 (7,680, 11,775)","4.8% (3.8%, 6.6%)","  4,018 (3,180, 5,557)","2.2% (1.4%, 3.4%)","  1,879 (1,137, 2,836)","85.3% (78.8%, 90.2%)","77.1% (68.0%, 84.0%)","59.4% (47.4%, 68.1%)","42.7% (26.4%, 52.9%)"
4813024,32.988438459,-96.900137433,TX,Carrollton,135709,"0.48 (0.4, 0.63)","8.6% (7.3%, 11.5%)","   11,632 (9,947, 15,649)","4.8% (4.0%, 6.6%)","    6,496 (5,381, 8,980)","1.6% (1.0%, 2.3%)","  2,132 (1,336, 3,091)","0.5% (0.2%, 0.8%)","    626 (209, 1,102)","63.1% (54.2%, 71.4%)","51.2% (41.6%, 59.7%)","30.8% (18.7%, 38.9%)","15.0% (5.1%, 22.7%)"
4815976,30.5867615801,-96.2957958614,TX,College Station,113563,"0.35 (0.31, 0.47)","6.3% (5.7%, 7.8%)","    7,217 (6,521, 8,895)","4.0% (3.5%, 5.0%)","    4,487 (4,023, 5,690)","1.5% (1.1%, 2.1%)","  1,655 (1,288, 2,329)","0.4% (0.2%, 0.8%)","    453 (215, 888)","69.8% (64.1%, 76.8%)","59.4% (53.3%, 67.5%)","37.3% (28.6%, 48.0%)","16.7% (8.0%, 28.9%)"
4817000,27.7291588337,-97.4019095379,TX,Corpus Christi,325600,"1.34 (1.13, 1.51)","22.2% (21.6%, 24.4%)","   72,202 (70,363, 79,470)","14.6% (13.6%, 16.5%)","   47,409 (44,160, 53,628)","6.1% (5.3%, 7.1%)"," 19,916 (17,271, 23,073)","2.7% (2.0%, 3.2%)","  8,890 (6,368, 10,538)","86.5% (82.9%, 88.4%)","77.7% (71.8%, 80.4%)","58.2% (49.1%, 61.2%)","40.5% (28.3%, 43.7%)"
4819000,32.7939804066,-96.7656929463,TX,Dallas,1341103,"1.08 (1.02, 1.16)","17.6% (17.8%, 19.3%)","  236,453 (238,973, 259,004)","11.4% (11.3%, 12.6%)","  153,136 (151,232, 168,622)","4.7% (4.5%, 5.2%)"," 63,583 (60,675, 69,560)","2.1% (1.9%, 2.3%)"," 28,533 (25,171, 31,163)","84.6% (82.9%, 85.6%)","75.7% (72.8%, 76.9%)","56.7% (51.8%, 57.6%)","39.7% (33.2%, 40.7%)"
4819972,33.2156160443,-97.1412438684,TX,Denton,136266,"0.49 (0.41, 0.64)","9.1% (8.0%, 11.4%)","   12,354 (10,896, 15,547)","5.6% (4.8%, 7.2%)","    7,612 (6,554, 9,807)","1.9% (1.2%, 2.8%)","  2,605 (1,697, 3,774)","0.5% (0.2%, 1.0%)","    710 (261, 1,335)","70.0% (62.7%, 77.0%)","59.1% (50.8%, 67.0%)","35.7% (23.5%, 45.7%)","16.2% (6.1%, 26.6%)"
4822660,26.3155843974,-98.1637130371,TX,Edinburg,90271,"1.15 (0.86, 1.53)","18.1% (16.0%, 20.7%)","   16,360 (14,476, 18,702)","12.2% (10.0%, 14.7%)","   10,984 (9,046, 13,287)","5.6% (4.5%, 7.1%)","  5,036 (4,045, 6,419)","2.6% (1.5%, 3.7%)","  2,344 (1,305, 3,313)","86.8% (80.3%, 90.5%)","78.8% (69.5%, 84.3%)","61.0% (49.3%, 68.9%)","42.6% (24.1%, 52.8%)"
4824000,31.8481123506,-106.432021874,TX,El Paso,683583,"1.64 (1.44, 1.73)","23.9% (23.5%, 25.3%)","  163,275 (160,883, 173,230)","16.2% (15.5%, 17.3%)","  110,720 (106,005, 118,493)","7.4% (6.8%, 7.9%)"," 50,384 (46,766, 54,094)","3.8% (3.2%, 4.0%)"," 25,699 (21,951, 27,627)","89.8% (87.6%, 90.4%)","82.6% (78.7%, 83.4%)","65.9% (59.9%, 66.6%)","50.4% (41.8%, 50.9%)"
4827000,32.780192804,-97.3470323225,TX,Fort Worth,876060,"0.81 (0.75, 0.89)","13.9% (13.7%, 15.7%)","  122,184 (120,182, 137,781)","8.5% (8.2%, 9.7%)","   74,762 (71,869, 84,872)","3.3% (3.1%, 3.7%)"," 29,120 (26,789, 32,769)","1.4% (1.1%, 1.6%)"," 11,917 (9,561, 13,694)","78.7% (75.9%, 80.7%)","68.3% (64.0%, 70.6%)","48.5% (42.5%, 50.3%)","31.5% (23.9%, 33.3%)"
4827684,33.1507545152,-96.8201336312,TX,Frisco,177281,"0.27 (0.24, 0.34)","4.7% (4.2%, 6.0%)","    8,244 (7,389, 10,669)","2.6% (2.1%, 3.4%)","    4,534 (3,719, 5,931)","0.4% (0.2%, 0.8%)","    797 (302, 1,441)","0.0% (0.0%, 0.1%)","     80 (8, 245)","47.2% (40.8%, 54.1%)","35.3% (27.5%, 42.1%)","11.8% (4.3%, 19.1%)","2.1% (0.2%, 5.7%)"
4829000,32.9100799867,-96.6304258603,TX,Garland,237607,"1.18 (0.99, 1.42)","19.7% (19.0%, 22.8%)","   46,862 (45,183, 54,163)","12.4% (11.4%, 14.9%)","   29,528 (27,057, 35,488)","5.1% (4.4%, 6.3%)"," 12,173 (10,516, 14,875)","2.3% (1.6%, 2.9%)","  5,430 (3,731, 6,928)","83.6% (79.0%, 87.0%)","74.0% (67.2%, 78.5%)","54.9% (45.5%, 59.8%)","38.0% (25.2%, 43.4%)"
4830464,32.6867650238,-97.0209311916,TX,Grand Prairie,193812,"0.92 (0.79, 1.13)","15.9% (15.0%, 19.1%)","   30,768 (29,094, 36,921)","9.4% (8.3%, 11.9%)","   18,136 (16,149, 23,077)","3.5% (3.0%, 4.5%)","  6,829 (5,809, 8,798)","1.6% (1.1%, 2.1%)","  3,036 (2,093, 4,040)","79.1% (73.5%, 83.7%)","68.1% (60.1%, 73.9%)","48.9% (39.4%, 54.4%)","33.9% (22.2%, 39.5%)"
4835000,29.7806691396,-95.3860033966,TX,Houston,2313230,"1.1 (1.04, 1.16)","18.0% (18.2%, 19.9%)","  416,124 (419,871, 459,298)","11.5% (11.4%, 12.7%)","  266,443 (264,198, 293,708)","4.7% (4.6%, 5.1%)","109,626 (105,567, 119,062)","2.1% (1.9%, 2.3%)"," 49,685 (44,814, 53,156)","84.4% (82.8%, 85.1%)","75.2% (72.6%, 75.8%)","56.2% (51.9%, 56.2%)","39.7% (33.9%, 39.4%)"
4837000,32.8583808131,-96.9703058323,TX,Irving,240369,"0.69 (0.6, 0.83)","12.4% (11.7%, 14.7%)","   29,686 (28,073, 35,272)","7.1% (6.4%, 8.8%)","   17,181 (15,353, 21,269)","2.6% (2.2%, 3.2%)","  6,251 (5,265, 7,782)","1.1% (0.7%, 1.4%)","  2,554 (1,662, 3,345)","75.5% (69.7%, 79.8%)","63.9% (56.1%, 69.2%)","43.9% (34.6%, 48.6%)","28.4% (17.3%, 33.0%)"
4839148,31.0757648143,-97.7285651299,TX,Killeen,145484,"0.57 (0.48, 0.77)","11.1% (10.0%, 13.8%)","   16,105 (14,559, 20,018)","6.5% (5.4%, 8.7%)","    9,396 (7,820, 12,630)","2.1% (1.5%, 3.1%)","  3,025 (2,197, 4,527)","0.7% (0.4%, 1.2%)","  1,049 (539, 1,779)","74.2% (66.8%, 81.0%)","61.8% (51.8%, 70.6%)","38.4% (27.4%, 48.4%)","22.1% (11.2%, 31.3%)"
4841980,29.4872995808,-95.1089858945,TX,League City,105105,"0.47 (0.39, 0.64)","8.5% (7.4%, 11.3%)","    8,905 (7,760, 11,846)","5.1% (4.4%, 6.9%)","    5,371 (4,601, 7,297)","1.7% (1.1%, 2.6%)","  1,785 (1,118, 2,744)","0.4% (0.1%, 0.9%)","    460 (146, 975)","66.2% (58.5%, 74.9%)","55.2% (46.7%, 64.5%)","32.4% (20.2%, 43.4%)","14.0% (4.7%, 25.1%)"
4842508,33.0451992429,-96.9829273031,TX,Lewisville,106656,"0.37 (0.31, 0.5)","6.7% (5.6%, 9.3%)","    7,183 (5,988, 9,968)","3.7% (3.0%, 5.4%)","    3,956 (3,183, 5,761)","1.1% (0.6%, 1.8%)","  1,178 (672, 1,893)","0.3% (0.1%, 0.6%)","    304 (85, 623)","60.4% (51.0%, 70.0%)","48.0% (38.1%, 57.9%)","26.6% (15.0%, 36.1%)","11.6% (3.3%, 20.1%)"
4843888,32.5192857856,-94.762197598,TX,Longview,83081,"1.26 (0.9, 1.81)","19.9% (17.4%, 23.9%)","   16,547 (14,441, 19,851)","13.4% (11.0%, 17.2%)","   11,153 (9,142, 14,249)","5.9% (4.2%, 8.3%)","  4,932 (3,531, 6,884)","2.7% (1.3%, 4.2%)","  2,209 (1,074, 3,466)","86.7% (79.3%, 91.4%)","78.7% (68.2%, 85.6%)","60.1% (44.8%, 70.4%)","41.9% (22.0%, 54.6%)"
4845000,33.5666251178,-101.886335663,TX,Lubbock,253887,"0.89 (0.76, 1.06)","16.0% (15.2%, 18.1%)","   40,682 (38,638, 45,976)","10.4% (9.5%, 12.0%)","   26,404 (24,190, 30,550)","4.2% (3.4%, 5.0%)"," 10,633 (8,739, 12,766)","1.6% (0.9%, 2.1%)","  3,928 (2,309, 5,197)","82.0% (77.4%, 85.1%)","72.3% (65.7%, 76.3%)","50.5% (40.3%, 55.7%)","29.8% (17.3%, 36.0%)"
4845384,26.2186289942,-98.2451704536,TX,McAllen,142699,"1.66 (1.29, 2.03)","26.3% (24.5%, 29.0%)","   37,483 (34,925, 41,338)","18.1% (15.8%, 20.9%)","   25,777 (22,616, 29,830)","8.2% (6.7%, 9.9%)"," 11,680 (9,571, 14,177)","3.8% (2.4%, 5.0%)","  5,477 (3,423, 7,082)","89.8% (85.4%, 92.1%)","82.1% (74.8%, 86.0%)","63.6% (52.5%, 69.6%)","45.2% (28.6%, 52.5%)"
4845744,33.1988886952,-96.6677029773,TX,McKinney,181330,"0.39 (0.33, 0.48)","7.0% (6.3%, 8.8%)","   12,741 (11,394, 15,861)","4.3% (3.7%, 5.3%)","    7,739 (6,672, 9,709)","1.2% (0.7%, 1.8%)","  2,202 (1,233, 3,235)","0.2% (0.1%, 0.5%)","    450 (123, 895)","61.9% (54.8%, 68.1%)","50.8% (42.5%, 57.3%)","26.1% (14.7%, 34.2%)","9.2% (2.6%, 15.9%)"
4847892,32.7641310166,-96.5927445114,TX,Mesquite,143822,"1.12 (0.91, 1.48)","18.4% (17.0%, 22.2%)","   26,404 (24,473, 31,872)","11.7% (10.3%, 15.0%)","   16,894 (14,822, 21,506)","5.0% (4.1%, 6.6%)","  7,148 (5,914, 9,459)","2.2% (1.4%, 3.2%)","  3,193 (1,984, 4,557)","83.4% (77.5%, 88.1%)","74.4% (66.0%, 80.7%)","55.8% (44.7%, 63.4%)","38.6% (23.6%, 47.6%)"
4848072,32.0285948356,-102.109700973,TX,Midland,136090,"0.71 (0.58, 0.94)","12.5% (11.1%, 15.6%)","   16,984 (15,142, 21,201)","7.8% (6.8%, 10.0%)","   10,676 (9,265, 13,677)","3.1% (2.2%, 4.2%)","  4,226 (3,066, 5,747)","1.1% (0.5%, 1.8%)","  1,514 (690, 2,423)","76.7% (69.5%, 82.7%)","66.7% (57.9%, 73.8%)","46.0% (33.1%, 54.5%)","26.6% (12.4%, 36.1%)"
4848804,29.563674661,-95.5382066661,TX,Missouri City,72519,"0.69 (0.55, 1.05)","13.9% (11.6%, 19.7%)","   10,104 (8,448, 14,285)","7.9% (6.2%, 12.3%)","    5,718 (4,464, 8,896)","2.4% (1.3%, 4.4%)","  1,735 (941, 3,201)","0.7% (0.2%, 1.7%)","    495 (128, 1,202)","70.0% (60.0%, 81.3%)","56.6% (44.4%, 70.6%)","32.5% (17.8%, 47.7%)","15.6% (4.2%, 29.6%)"
4853388,31.879456461,-102.344465435,TX,Odessa,117105,"0.99 (0.74, 1.35)","14.9% (13.0%, 18.3%)","   17,500 (15,264, 21,485)","9.8% (8.2%, 12.6%)","   11,461 (9,584, 14,755)","4.5% (3.5%, 5.9%)","  5,230 (4,127, 6,964)","2.1% (1.2%, 3.1%)","  2,434 (1,388, 3,587)","83.8% (76.6%, 88.7%)","75.8% (66.6%, 82.1%)","59.1% (46.8%, 66.6%)","42.0% (24.9%, 51.4%)"
4856000,29.6589511488,-95.1509173148,TX,Pasadena,153533,"1.07 (0.86, 1.32)","18.2% (16.7%, 21.1%)","   27,912 (25,565, 32,381)","11.2% (9.6%, 13.9%)","   17,253 (14,679, 21,372)","4.3% (3.5%, 5.6%)","  6,637 (5,322, 8,541)","2.0% (1.3%, 2.6%)","  3,043 (1,996, 3,982)","83.5% (77.4%, 87.2%)","73.5% (64.5%, 78.8%)","53.8% (42.6%, 59.5%)","38.6% (24.6%, 44.3%)"
4856348,29.5584850577,-95.3208389111,TX,Pearland,125198,"0.58 (0.49, 0.77)","10.1% (9.2%, 12.9%)","   12,692 (11,452, 16,212)","6.3% (5.7%, 8.2%)","    7,945 (7,093, 10,281)","2.4% (1.7%, 3.4%)","  2,961 (2,133, 4,206)","0.7% (0.3%, 1.3%)","    894 (388, 1,656)","71.2% (64.7%, 78.6%)","61.1% (53.7%, 69.2%)","39.4% (27.8%, 49.4%)","19.6% (8.8%, 30.8%)"
4858016,33.0502149278,-96.7486409797,TX,Plano,285312,"0.44 (0.4, 0.53)","8.2% (7.6%, 10.0%)","   23,411 (21,642, 28,443)","4.9% (4.3%, 5.9%)","   13,859 (12,374, 16,789)","1.4% (0.8%, 1.8%)","  3,848 (2,385, 5,151)","0.3% (0.1%, 0.4%)","    756 (243, 1,249)","61.0% (55.1%, 65.8%)","49.5% (42.3%, 53.9%)","24.9% (15.0%, 30.1%)","8.4% (2.7%, 12.6%)"
4861796,32.9716582389,-96.7093052991,TX,Richardson,116783,"1.02 (0.84, 1.36)","17.6% (16.2%, 21.3%)","   20,501 (18,882, 24,869)","11.2% (10.0%, 14.3%)","   13,079 (11,641, 16,737)","4.7% (3.8%, 6.3%)","  5,508 (4,457, 7,421)","1.9% (1.1%, 2.9%)","  2,223 (1,281, 3,417)","82.1% (76.7%, 87.5%)","72.4% (65.2%, 79.7%)","52.6% (42.0%, 61.6%)","33.2% (19.3%, 44.4%)"
4863500,30.5239578235,-97.6669801882,TX,Round Rock,123560,"0.36 (0.3, 0.48)","5.5% (4.7%, 7.8%)","    6,840 (5,799, 9,604)","3.3% (2.8%, 4.5%)","    4,078 (3,488, 5,618)","1.2% (0.8%, 1.8%)","  1,511 (1,014, 2,190)","0.4% (0.1%, 0.7%)","    462 (183, 842)","60.3% (52.3%, 68.6%)","50.8% (42.7%, 58.6%)","32.8% (21.7%, 40.9%)","16.5% (6.7%, 25.4%)"
4864472,31.440468746,-100.452243142,TX,San Angelo,94940,"1.12 (0.85, 1.55)","19.1% (17.1%, 22.9%)","   18,148 (16,210, 21,768)","13.0% (11.1%, 16.3%)","   12,303 (10,583, 15,479)","5.6% (4.1%, 7.8%)","  5,357 (3,877, 7,429)","2.2% (1.0%, 3.6%)","  2,076 (943, 3,454)","84.9% (78.5%, 89.9%)","76.4% (67.9%, 83.4%)","55.8% (41.6%, 66.2%)","34.2% (16.7%, 47.1%)"
4865000,29.4721475333,-98.5246763525,TX,San Antonio,1511913,"1.29 (1.19, 1.34)","20.0% (20.0%, 21.7%)","  302,827 (302,439, 327,624)","13.1% (12.9%, 14.2%)","  198,296 (194,689, 214,874)","5.7% (5.4%, 6.1%)"," 85,998 (81,956, 92,712)","2.7% (2.4%, 2.9%)"," 41,043 (36,176, 43,603)","86.6% (84.8%, 87.1%)","78.2% (75.2%, 78.7%)","60.4% (55.5%, 60.5%)","44.2% (37.0%, 43.9%)"
4870808,29.5974680902,-95.627455775,TX,Sugar Land,88488,"0.52 (0.42, 0.72)","8.9% (7.6%, 12.3%)","    7,895 (6,744, 10,898)","5.6% (4.7%, 7.6%)","    4,978 (4,159, 6,760)","1.9% (1.1%, 3.1%)","  1,727 (932, 2,705)","0.5% (0.1%, 1.1%)","    435 (108, 938)","65.1% (56.5%, 73.6%)","55.4% (45.7%, 63.5%)","33.2% (18.3%, 43.3%)","14.0% (3.7%, 24.2%)"
4874144,32.3154021183,-95.3050093799,TX,Tyler,104998,"1.24 (0.94, 1.78)","20.7% (18.6%, 24.5%)","   21,764 (19,501, 25,720)","14.6% (12.6%, 18.0%)","   15,330 (13,267, 18,882)","6.6% (4.7%, 9.0%)","  6,875 (4,960, 9,490)","2.5% (1.1%, 4.4%)","  2,655 (1,192, 4,577)","86.8% (80.9%, 91.4%)","79.1% (71.1%, 85.7%)","58.5% (43.7%, 69.8%)","35.8% (17.3%, 51.3%)"
4876000,31.5597607137,-97.1883333282,TX,Waco,136437,"1.21 (0.94, 1.61)","18.1% (16.8%, 21.0%)","   24,750 (22,891, 28,602)","12.4% (10.9%, 15.0%)","   16,942 (14,831, 20,518)","5.7% (4.6%, 7.3%)","  7,761 (6,270, 10,007)","2.7% (1.7%, 3.7%)","  3,629 (2,270, 5,107)","87.6% (82.3%, 91.1%)","80.2% (72.3%, 85.4%)","62.8% (51.0%, 70.4%)","45.1% (28.8%, 54.9%)"
4879000,33.9072739838,-98.5292981697,TX,Wichita Falls,104745,"0.96 (0.73, 1.35)","16.6% (14.4%, 20.1%)","   17,346 (15,132, 21,002)","11.0% (9.3%, 14.0%)","   11,557 (9,700, 14,705)","4.7% (3.3%, 6.5%)","  4,904 (3,455, 6,818)","1.8% (0.8%, 3.0%)","  1,878 (824, 3,186)","83.3% (76.2%, 88.7%)","74.4% (65.1%, 81.7%)","53.7% (39.0%, 64.2%)","32.6% (15.4%, 46.1%)"
4943660,41.077181614,-111.961589302,UT,Layton,76694,"0.3 (0.24, 0.46)","6.5% (5.2%, 9.7%)","    4,988 (3,975, 7,462)","3.4% (1.9%, 5.8%)","    2,598 (1,491, 4,429)","0.4% (0.0%, 1.5%)","    305 (20, 1,162)","0.0% (0.0%, 0.3%)","     17 (0, 223)","53.7% (42.6%, 68.3%)","37.9% (21.7%, 55.1%)","8.7% (0.6%, 26.6%)","0.9% (0.0%, 9.1%)"
4955980,41.2281567535,-111.967450557,UT,Ogden,87037,"0.6 (0.44, 0.87)","9.6% (7.5%, 13.2%)","    8,344 (6,556, 11,528)","6.0% (4.8%, 8.5%)","    5,228 (4,164, 7,382)","2.6% (1.7%, 3.8%)","  2,232 (1,439, 3,275)","1.0% (0.3%, 1.8%)","    846 (297, 1,534)","74.0% (63.5%, 82.1%)","64.8% (54.0%, 73.9%)","46.7% (31.1%, 57.5%)","28.1% (10.7%, 41.5%)"
4957300,40.2987127625,-111.699188517,UT,Orem,97840,"0.34 (0.27, 0.49)","6.6% (5.4%, 9.0%)","    6,481 (5,294, 8,793)","4.0% (3.1%, 5.6%)","    3,884 (3,015, 5,507)","1.1% (0.4%, 2.0%)","  1,046 (424, 1,975)","0.2% (0.0%, 0.6%)","    191 (25, 602)","63.5% (53.8%, 73.7%)","51.6% (40.4%, 63.0%)","25.2% (10.7%, 40.0%)","7.9% (1.1%, 20.0%)"
4962470,40.2457185288,-111.645715857,UT,Provo,117331,"0.24 (0.2, 0.33)","4.5% (4.0%, 5.7%)","    5,327 (4,675, 6,690)","3.0% (2.5%, 3.8%)","    3,471 (2,993, 4,440)","0.9% (0.5%, 1.5%)","  1,003 (550, 1,714)","0.2% (0.0%, 0.4%)","    182 (44, 504)","65.4% (59.0%, 72.9%)","55.4% (47.9%, 64.0%)","28.1% (15.9%, 42.1%)","8.8% (2.3%, 20.3%)"
4965330,37.0787444634,-113.579352503,UT,St. George,84390,"0.92 (0.67, 1.44)","18.2% (15.4%, 23.0%)","   15,335 (13,011, 19,391)","12.5% (10.3%, 16.6%)","   10,589 (8,660, 13,996)","4.5% (2.3%, 7.8%)","  3,822 (1,924, 6,564)","1.1% (0.2%, 3.1%)","    973 (201, 2,612)","81.3% (73.7%, 88.7%)","71.8% (61.5%, 81.7%)","43.9% (24.4%, 61.4%)","18.7% (4.5%, 38.6%)"
4967000,40.7778489465,-111.931220784,UT,Salt Lake City,200538,"0.44 (0.37, 0.56)","8.2% (7.3%, 10.3%)","   16,481 (14,575, 20,591)","5.0% (4.4%, 6.4%)","   10,070 (8,733, 12,804)","1.6% (1.0%, 2.3%)","  3,243 (2,020, 4,686)","0.4% (0.1%, 0.8%)","    779 (237, 1,509)","68.1% (60.7%, 74.7%)","56.8% (48.4%, 64.1%)","32.4% (19.9%, 41.5%)","13.1% (4.1%, 21.9%)"
